"","ID","names","N_chars"
"1747","HAO:0001624","transoccipital suture","0"
"1748","HAO:0001625","transepimeral sulcus","0"
"1749","HAO:0001626","transepimeral line","0"
"1750","HAO:0001627","frenal carina","0"
"1751","HAO:0001628","frenal sulcus","0"
"1752","HAO:0001631","third axillary sclerite of the hind wing","0"
"1753","HAO:0001632","third axillary sclerite of the fore wing","0"
"1754","HAO:0001633","third axillary sclerite","0"
"1755","HAO:0001634","terminal spine","0"
"1756","HAO:0001635","tergosternal sulcus","0"
"1757","HAO:0001636","tergo-valvifer articulation","0"
"1758","HAO:0001637","tentorio-mandibular muscle","0"
"1759","HAO:0001638","tentorio-cardinal muscle","0"
"1760","HAO:0001639","T9-genital membrane muscle","0"
"1761","HAO:0001640","T8-first valvifer muscle","0"
"1762","HAO:0001646","subsalivarial gland","0"
"1763","HAO:0001647","mesosternal shelf","0"
"1764","HAO:0001648","subpetiolar process","0"
"1765","HAO:0001649","subocular area","0"
"1766","HAO:0001650","submetapleural ridge","0"
"1767","HAO:0001651","submedian groove","0"
"1768","HAO:0001653","sublateral groove","0"
"1769","HAO:0001654","mediosternite","0"
"1770","HAO:0001655","subglossal brush","0"
"1771","HAO:0001656","subcoxa","0"
"1772","HAO:0001657","stylus of the third valvula","0"
"1773","HAO:0001658","dorsal valve","0"
"1774","HAO:0001659","stridulatory organ","0"
"1775","HAO:0001660","stipito-lacinial muscle","0"
"1776","HAO:0001661","stipito-galeal muscle","0"
"1777","HAO:0001662","sternopleurite","0"
"1778","HAO:0001663","sternaular area","0"
"1779","HAO:0001665","paraspiracular sulcus","0"
"1780","HAO:0001666","spiracular groove","0"
"1781","HAO:0001667","speculum","0"
"1782","HAO:0001668","S7-first valvula muscle","0"
"1783","HAO:0001669","setal line","0"
"1784","HAO:0001670","serrula","0"
"1785","HAO:0001671","sensillar patch of the second valvifer","0"
"1786","HAO:0001672","second valvifer-genital membrane muscle","0"
"1787","HAO:0001673","second axillary sclerite of the fore wing","0"
"1788","HAO:0001674","second abdominal tergal muscle","0"
"1789","HAO:0001677","scutellar tubercular projection","0"
"1790","HAO:0001678","glandular release pit of the scutellum","0"
"1791","HAO:0001679","scrobal sulcus","0"
"1792","HAO:0001680","scapular flange","0"
"1793","HAO:0001681","sawtooth","0"
"1794","HAO:0001682","salivarial sclerite","0"
"1795","HAO:0001683","salivarial orifice","0"
"1796","HAO:0001687","rod-like sensilla","0"
"1797","HAO:0001688","ramus","0"
"1798","HAO:0001689","radix","0"
"1799","HAO:0001690","pteralia of the fore wing","0"
"1800","HAO:0001691","protuberance on malar space","0"
"1801","HAO:0001693","protibial apical pegs","0"
"1802","HAO:0001695","propodeal spine","0"
"1803","HAO:0001696","propodeal areola","0"
"1804","HAO:0001700","pronotal triangle","0"
"1805","HAO:0001701","pronotal ridge","0"
"1806","HAO:0001702","pronotal disc","0"
"1807","HAO:0001703","processus musculares","0"
"1808","HAO:0001704","processus articularis","0"
"1809","HAO:0001705","mesopleural muscle","0"
"1810","HAO:0001706","mesopleural suture","0"
"1811","HAO:0001708","mesospinasternum","0"
"1812","HAO:0001709","mesotarsal pegs","0"
"1813","HAO:0001710","mesothoracic venter","0"
"1814","HAO:0001711","mesotibial apical peg","0"
"1815","HAO:0001717","metanotal flange","0"
"1816","HAO:0001719","metanoto-metatrochantinal muscle","0"
"1817","HAO:0001720","metaphragmal muscle","0"
"1818","HAO:0001721","metapleural muscle","0"
"1819","HAO:0001722","metasomal spiracle","0"
"1820","HAO:0001726","metatrochantinal muscle","0"
"1821","HAO:0001727","mouth margin","0"
"1822","HAO:0001728","mucro","0"
"1823","HAO:0001729","multiporous gustatory sensillum","0"
"1824","HAO:0001730","multiporous olfactory sensillum","0"
"1825","HAO:0001731","multiporous plate","0"
"1826","HAO:0001732","nervous system","0"
"1827","HAO:0001733","notal membrane","0"
"1828","HAO:0001735","petiolar flange","0"
"1829","HAO:0001736","prophragmo-laterocervical muscle","0"
"1830","HAO:0001737","mesolaterophragmo-metabasalar muscle","0"
"1831","HAO:0001739","pharyngeal wall","0"
"1832","HAO:0001740","pharynx","0"
"1833","HAO:0001741","posterior propleuro-postoccipital muscle","0"
"1834","HAO:0001742","second mesopleuro-third axillary sclerite of fore wing muscle","0"
"1835","HAO:0001746","first valvifer-genital membrane muscle","0"
"1836","HAO:0001747","fore wing base","0"
"1837","HAO:0001749","fore wing venation","0"
"1838","HAO:0001750","lateral mesofurco-metafurcal muscle","0"
"1839","HAO:0001751","lateral metafurco-metacoxal muscle","0"
"1840","HAO:0001752","median metafurco-metacoxal muscle","0"
"1841","HAO:0001753","funicular segment","0"
"1842","HAO:0001754","gastral tail","0"
"1843","HAO:0001755","genal carina","0"
"1844","HAO:0001756","genal space","0"
"1845","HAO:0001757","genital membrane","0"
"1846","HAO:0001758","dorsal profurco-procoxal muscle","0"
"1847","HAO:0001759","hairy lobe","0"
"1848","HAO:0001760","hairy ring of the metasoma","0"
"1849","HAO:0001761","lamnium","0"
"1850","HAO:0001762","lateral fovea","0"
"1851","HAO:0001763","lateral frontal septum","0"
"1852","HAO:0001764","epicuticle","0"
"1853","HAO:0001766","epipharyngeal muscle","0"
"1854","HAO:0001767","ventral clypeal margin","0"
"1855","HAO:0001769","extrinsic muscle of the antenna","0"
"1856","HAO:0001770","periepistomal striation","0"
"1857","HAO:0001771","first abdominal tergal spiracle muscle","0"
"1858","HAO:0001772","first axillary sclerite of the fore wing","0"
"1859","HAO:0001773","preorbital trabecula","0"
"1860","HAO:0001775","lateral scapo-pedicellar muscle","0"
"1861","HAO:0001776","lateral T8-T9 muscle","0"
"1862","HAO:0001777","lateral tentorio-scapal muscle","0"
"1863","HAO:0001778","laterodorsal projection of mesoscutellum","0"
"1864","HAO:0001780","median bridge of the second valvifers","0"
"1865","HAO:0001781","median mesoscutal keel","0"
"1866","HAO:0001782","median scapo-pedicellar muscle","0"
"1867","HAO:0001783","mediotergite","0"
"1868","HAO:0001791","mesopectus-pronotum intersegmental membrane","0"
"1869","HAO:0001792","mesophragmal muscle","0"
"1870","HAO:0001793","lateral metapleuro-second abdominal sternal muscle","0"
"1871","HAO:0001795","mandibular appendage","0"
"1872","HAO:0001796","marginal rim of scutellum","0"
"1873","HAO:0001797","median frontal septum","0"
"1874","HAO:0001798","median tentorio-scapal muscle","0"
"1875","HAO:0001799","intervolsellar process","0"
"1876","HAO:0001800","prespiracular carina","0"
"1877","HAO:0001802","prepectal shelf","0"
"1878","HAO:0001803","prepectal carina","0"
"1879","HAO:0001804","prealare","0"
"1880","HAO:0001805","prepecto-mesobasalar muscle","0"
"1881","HAO:0001807","propleural arm-procoxal muscle","0"
"1882","HAO:0001809","postscutellum","0"
"1883","HAO:0001810","postoccipital carina","0"
"1884","HAO:0001811","occipital suture","0"
"1885","HAO:0001812","posterior tentorio-scapal muscle","0"
"1886","HAO:0001813","posterior T9-second valvifer muscle","0"
"1887","HAO:0001814","posterior stipito-palpal muscle","0"
"1888","HAO:0001815","posterior second valvifer-second valvula muscle","0"
"1889","HAO:0001816","posterior scutellum","0"
"1890","HAO:0001817","posterior pronoto-laterocervical muscle","0"
"1891","HAO:0001818","posterior projection of mesoscutellum","0"
"1892","HAO:0001820","frontal lobe","0"
"1893","HAO:0001821","frontal triangle","0"
"1894","HAO:0001822","frontofacial ridge","0"
"1895","HAO:0001823","frontovertex","0"
"1896","HAO:0001824","transverse trabecula","0"
"1897","HAO:0001825","frontal line","0"
"1898","HAO:0001826","callus","0"
"1899","HAO:0001827","proctiger","0"
"1900","HAO:0001829","mediosternite 2","0"
"1901","HAO:0001830","mediosternite 3","0"
"1902","HAO:0001831","mediosternite 4","0"
"1903","HAO:0001832","mediosternite 5","0"
"1904","HAO:0001833","mediosternite 6","0"
"1905","HAO:0001834","mediosternite 7","0"
"1906","HAO:0001835","mediosternite 8","0"
"1907","HAO:0001836","mediosternite 9","0"
"1908","HAO:0001837","mediosternite 10","0"
"1909","HAO:0001838","laterosternite","0"
"1910","HAO:0001839","laterosternite 2","0"
"1911","HAO:0001840","laterosternite 3","0"
"1912","HAO:0001841","laterosternite 5","0"
"1913","HAO:0001842","laterosternite 6","0"
"1914","HAO:0001843","laterosternite 7","0"
"1915","HAO:0001844","laterosternite 8","0"
"1916","HAO:0001845","laterosternite 9","0"
"1917","HAO:0001846","laterosternite 10","0"
"1918","HAO:0001847","metasomal spiracle","0"
"1919","HAO:0001848","laterosternite 4","0"
"1920","HAO:0001849","interscrobal surface","0"
"1921","HAO:0001850","frontofacial sulcus","0"
"1922","HAO:0001851","posterolateral tooth-like section of the anterior part of the pronotal plate","0"
"1923","HAO:0001853","antecostal sulcus of the first abdominal tergum","0"
"1924","HAO:0001854","ventral impressed area of metanotum","0"
"1925","HAO:0001855","dorsal plate","0"
"1926","HAO:0001856","ventral spine of hypopygium","0"
"1927","HAO:0001857","posterior carina of subaxillular bar","0"
"1928","HAO:0001859","metatrochantellus","0"
"1929","HAO:0001860","mediotergite","0"
"1930","HAO:0001861","laterotergite","0"
"1931","HAO:0001862","axillary cord of the hind wing","0"
"1932","HAO:0001863","axillary cord of the fore wing","0"
"1933","HAO:0001864","fifth tarsomere","0"
"1934","HAO:0001865","fourth tarsomere","0"
"1935","HAO:0001867","second tarsomere","0"
"1936","HAO:0001868","third tarsomere","0"
"1937","HAO:0001869","metapleuron","0"
"1938","HAO:0001870","lateral metapleuro-metanotal muscle","0"
"1939","HAO:0001871","transverse carina of T2","0"
"1940","HAO:0001872","mesepisternum","0"
"1941","HAO:0001873","abdominal tergite 9","0"
"1942","HAO:0001874","abdominal tergite 10","0"
"1943","HAO:0001875","abdominal sternite 8","0"
"1944","HAO:0001876","postspiracular furrow","0"
"1945","HAO:0001879","median longitudinal carina of the metasomal tergum","0"
"1946","HAO:0001880","median longitudinal furrow of mesoscutellum","0"
"1947","HAO:0001881","sublateral carina of tergum","0"
"1948","HAO:0001883","second flagellomere","0"
"1949","HAO:0001884","tenth flagellomere","0"
"1950","HAO:0001885","fifth flagellomere","0"
"1951","HAO:0001886","frontal ledge","0"
"1952","HAO:0001887","transmetapectal carina","0"
"1953","HAO:0001888","dorsal area of the metapectus","0"
"1954","HAO:0001889","stridulitrum","0"
"1955","HAO:0001890","abdominal sternum 10","0"
"1956","HAO:0001891","profurco-procoxal muscle","0"
"1957","HAO:0001892","profurco-postoccipital muscle","0"
"1958","HAO:0001893","release and spread structure","0"
"1959","HAO:0001895","third flagellomere","0"
"1960","HAO:0001896","fourth flagellomere","0"
"1961","HAO:0001897","sixth flagellomere","0"
"1962","HAO:0001898","seventh flagellomere","0"
"1963","HAO:0001899","eighth flagellomere","0"
"1964","HAO:0001900","ninth flagellomere","0"
"1965","HAO:0001901","eleventh flagellomere","0"
"1966","HAO:0001902","notaular ridge","0"
"1967","HAO:0001904","acropleural ridge","0"
"1968","HAO:0001905","posterior rim of the propodeum","0"
"1969","HAO:0001907","flexor apodeme","0"
"1970","HAO:0001908","dorsal prepectal inflection","0"
"1971","HAO:0001909","posterior prepectal inflection","0"
"1972","HAO:0001910","anus","0"
"1973","HAO:0001911","transverse carina on T2","0"
"1974","HAO:0001912","mesoscutum length","0"
"1975","HAO:0001913","lateral pectal fossa of the coxa","0"
"1976","HAO:0001915","pectal fossa of the coxa","0"
"1977","HAO:0001916","medial pectal fossa of the coxa","0"
"1978","HAO:0001919","lateral propodeal carina","0"
"1979","HAO:0001920","inner orbit","0"
"1980","HAO:0001923","visceral muscle","0"
"1981","HAO:0001924","cuticular evagination","0"
"1982","HAO:0001925","protarsal claw","0"
"1983","HAO:0001926","mesotarsal claw","0"
"1984","HAO:0001927","metatarsal claw","0"
"1985","HAO:0001928","anterior extension of lateral axillar area","0"
"1986","HAO:0001929","central keel","0"
"1987","HAO:0001931","metasternum","0"
"1988","HAO:0001932","mucro","0"
"1989","HAO:0001933","gastral scrobe","0"
"1990","HAO:0001934","lateral carina of the gastral scrobe","0"
"1991","HAO:0001935","interantennal area","0"
"1992","HAO:0001936","longitudinal sensillum","0"
"1993","HAO:0001937","remigium","0"
"1994","HAO:0001938","interocular distance","0"
"1995","HAO:0001939","anterior cranio-mandibular articulation","0"
"1996","HAO:0001940","annulus of petiole","0"
"1997","HAO:0001941","anterior metatibial spur","0"
"1998","HAO:0001943","circumscutellar carina","0"
"1999","HAO:0001944","facial impression","0"
"2000","HAO:0001945","hairy ring of T3","0"
"2001","HAO:0001946","intertergal suture","0"
"2002","HAO:0001947","lateroventral mesopleural carina","0"
"2003","HAO:0001948","longitudinal scutellar carina","0"
"2004","HAO:0001949","longitudinal ridge on the posterior surface of metatibia","0"
"2005","HAO:0001950","median carina of lower face","0"
"2006","HAO:0001951","median mesoscutal impression","0"
"2007","HAO:0001952","mesopleural impression","0"
"2008","HAO:0001953","metafemoral spine","0"
"2009","HAO:0001954","metapleural cavity","0"
"2010","HAO:0001955","metepimeron","0"
"2011","HAO:0001956","pronotal crest","0"
"2012","HAO:0001957","facial triangle","0"
"2013","HAO:0001958","setal pit","0"
"2014","HAO:0001959","posteroventral cavity of female T7","0"
"2015","HAO:0001960","scutellar spine","0"
"2016","HAO:0001961","transverse median carina on scutellar plate","0"
"2017","HAO:0001962","ventral keel of petiole","0"
"2018","HAO:0001963","occipital margin","0"
"2019","HAO:0001964","aporous sensillum","0"
"2020","HAO:0001965","scutellar sensillum","0"
"2021","HAO:0001966","secretory pore","0"
"2022","HAO:0001967","specialized area of mesoscutellum","0"
"2023","HAO:0001968","anterior propodeal projection","0"
"2024","HAO:0001969","metasomal segment","0"
"2025","HAO:0001970","thorax","0"
"2026","HAO:0001971","subantennal carina","0"
"2027","HAO:0001972","apical tooth of mandible","0"
"2028","HAO:0001973","campaniform sensillum","0"
"2029","HAO:0001974","medial tooth","0"
"2030","HAO:0001975","lateral projection","0"
"2031","HAO:0001976","basal tooth of mandible","0"
"2032","HAO:0001978","palpal fossa of the prementum","0"
"2033","HAO:0001979","cardo","0"
"2034","HAO:0001980","anatomical region","0"
"2035","HAO:0001981","margin","0"
"2036","HAO:0001982","dorsal area of the metapectal-propodeal complex","0"
"2037","HAO:0001983","dorsal pronotal corner","0"
"2038","HAO:0001984","anteclypeal setal pair","0"
"2039","HAO:0001985","antespiracular setal patch","0"
"2040","HAO:0001986","basal node","0"
"2041","HAO:0001987","genal pilosity","0"
"2042","HAO:0001988","lateral occipital carina","0"
"2043","HAO:0001989","lateral epomia","0"
"2044","HAO:0001990","pilosity","0"
"2045","HAO:0001991","orbital carina","0"
"2046","HAO:0001992","S2 felt field","0"
"2047","HAO:0001993","S3 felt field","0"
"2048","HAO:0001995","mandibular lancea","0"
"2049","HAO:0001996","precoxal sulcus","0"
"2050","HAO:0001997","anterior area of the second abdominal sternite","0"
"2051","HAO:0001998","dorsal petiolar carina","0"
"2052","HAO:0001999","dorsope","0"
"2053","HAO:0002000","lateral petiolar carina","0"
"2054","HAO:0002001","coeloconic sensillum","0"
"2055","HAO:0002002","gastral spiracles","0"
"2056","HAO:0002003","gastral tergite","0"
"2057","HAO:0002004","abdominal sternite 3","0"
"2058","HAO:0002005","metasomal tergite","0"
"2059","HAO:0002006","epimeral notch","0"
"2060","HAO:0002007","sternal apodeme","0"
"2061","HAO:0002008","areola","0"
"2062","HAO:0002009","anterior declivity of mesoscutum","0"
"2063","HAO:0002010","dorsal tendon attachment","0"
"2064","HAO:0002011","face","0"
"2065","HAO:0002012","facial midridge","0"
"2066","HAO:0002013","supra-marginal carina","0"
"2067","HAO:0002014","lateral longitudinal carina","0"
"2068","HAO:0002015","lower tooth","0"
"2069","HAO:0002016","transfacial sulcus","0"
"2070","HAO:0002017","upper ocular sulcus","0"
"2071","HAO:0002018","petiolar lamina","0"
"2072","HAO:0002019","postgenal groove","0"
"2073","HAO:0002020","postgenal lamella","0"
"2074","HAO:0002022","vertical ocellar sulcus","0"
"2075","HAO:0002023","gastral sternum","0"
"2076","HAO:0002024","gastral tergum","0"
"2077","HAO:0002025","lateral panel of pronotum","0"
"2078","HAO:0002026","horn of T1","0"
"2079","HAO:0002027","mid ocellar diameter","0"
"2080","HAO:0002028","posterior mesoscutellar ridge","0"
"2081","HAO:0002029","antennal sclerite","0"
"2082","HAO:0002030","cercal plate","0"
"2083","HAO:0002031","cercal seta","0"
"2084","HAO:0002032","cercus","0"
"2085","HAO:0002033","gonostyle/volsella complex","0"
"2086","HAO:0002034","distodorsal submedian notch of gonostyle/volsella complex","0"
"2087","HAO:0002035","distolateral projection of the harpe","0"
"2088","HAO:0002036","dorsal apodeme of penisvalva","0"
"2089","HAO:0002037","dorsal submedian impression of cupula","0"
"2090","HAO:0002038","cupulo-gonostyle/volsella complex muscle","0"
"2091","HAO:0002039","dorsomedian apodeme of the aedeagus","0"
"2092","HAO:0002040","dorsomedian conjunctiva of the gonostyle/volsella complex","0"
"2093","HAO:0002041","gonostyle-parossiculal muscle","0"
"2094","HAO:0002042","gonostyle/volsella complex-volsellal muscle","0"
"2095","HAO:0002043","gonostyle/volsella complex-harpal muscle","0"
"2096","HAO:0002044","gonostyle/volsella complex-penisvalval muscle","0"
"2097","HAO:0002045","gonossiculal muscle","0"
"2098","HAO:0002046","medioventral conjunctiva of the gonostyle/volsella complex","0"
"2099","HAO:0002047","proximal lobe of vas deferens","0"
"2100","HAO:0002048","proximodorsal notch of cupula","0"
"2101","HAO:0002049","proximodorsal notch of harpe","0"
"2102","HAO:0002050","proximomedian apodeme of the harpe","0"
"2103","HAO:0002051","penisvalval muscle","0"
"2104","HAO:0002052","ventral gonostyle/volsella complex-penisvalval muscle","0"
"2105","HAO:0002053","S9","0"
"2106","HAO:0002054","semen","0"
"2107","HAO:0002055","submedial notch on distoventral margin of gonostyle/volsella complex","0"
"2108","HAO:0002056","submedian conjunctiva on the distoventral margin of gonostyle/volsella complex","0"
"2109","HAO:0002057","T10","0"
"2110","HAO:0002058","T8","0"
"2111","HAO:0002059","T9","0"
"2112","HAO:0002060","T9-T10 muscle","0"
"2113","HAO:0002061","ventral rod of aedeagus","0"
"2114","HAO:0002062","dorsalmost digital spine","0"
"2115","HAO:0002063","gonostyle/volsella complex-gonossiculus articulation","0"
"2116","HAO:0002064","ventromedian apodeme of the aedeagus","0"
"2117","HAO:0002065","sternite","0"
"2118","HAO:0002066","fore wing vein","0"
"2119","HAO:0002067","flagellomere 14","0"
"2120","HAO:0002068","inner spur","0"
"2121","HAO:0002070","metatarsomere","0"
"2122","HAO:0002071","anterior plate of pronotum","0"
"2123","HAO:0002072","anterior conjunctival thickening","0"
"2124","HAO:0002073","maxillary process of the hypostoma","0"
"2125","HAO:0002074","cardinal articular condyle of the cranium","0"
"2126","HAO:0002075","cardinal lever","0"
"2127","HAO:0002076","cardino-stipital hinge","0"
"2128","HAO:0002077","outer cardinal process","0"
"2129","HAO:0002078","inner cardinal process","0"
"2130","HAO:0002079","fragmental articulation","0"
"2131","HAO:0002080","loral fossa of cardo","0"
"2132","HAO:0002081","cardinal condyle of lorum","0"
"2133","HAO:0002082","cardinal ridge","0"
"2134","HAO:0002083","basal cardinal ridge","0"
"2135","HAO:0002084","laterodistal cardinal ridge","0"
"2136","HAO:0002085","mediodistal cardinal ridge","0"
"2137","HAO:0002086","distal cardinal cavity","0"
"2138","HAO:0002087","median cardinal cavity","0"
"2139","HAO:0002088","lateral cardinal cavity","0"
"2140","HAO:0002089","cardinal macula","0"
"2141","HAO:0002090","basistipital process","0"
"2142","HAO:0002091","stipital fossa of the cardo","0"
"2143","HAO:0002092","medial stipital wall","0"
"2144","HAO:0002093","basal lacinial sclerite","0"
"2145","HAO:0002094","stipital thickening","0"
"2146","HAO:0002095","medial dististipital process","0"
"2147","HAO:0002096","stipital sclerite","0"
"2148","HAO:0002097","posterior stipital wall","0"
"2149","HAO:0002098","posterior stipital sclerite","0"
"2150","HAO:0002099","principal carina of stipes","0"
"2151","HAO:0002100","maxillary palpal socket","0"
"2152","HAO:0002101","cardinal condyle of the stipes","0"
"2153","HAO:0002102","ventral dististipital process","0"
"2154","HAO:0002103","anterior tentorio-stipital muscle","0"
"2155","HAO:0002104","posterior tentorio-stipital muscle","0"
"2156","HAO:0002105","cardinal fragmentum","0"
"2157","HAO:0002106","medial stipital groove","0"
"2158","HAO:0002107","ocellar diameter","0"
"2159","HAO:0002108","palpal formula","0"
"2160","HAO:0002109","first sclerite of the maxillary palp","0"
"2161","HAO:0002110","stipito-palpal muscle","0"
"2162","HAO:0002111","second sclerite of the maxillary palp","0"
"2163","HAO:0002113","fourth sclerite of the maxillary palp","0"
"2164","HAO:0002114","first intrinsic muscle of the maxillary palp","0"
"2165","HAO:0002115","second intrinsic muscle of the maxillary palp","0"
"2166","HAO:0002116","third intrinsic muscle of the maxillary palp","0"
"2167","HAO:0002117","lacinial bar","0"
"2168","HAO:0002118","occipital margin","0"
"2169","HAO:0002119","acantha","0"
"2170","HAO:0002120","outer lobe of the lacinia","0"
"2171","HAO:0002121","inner lobe of the lacinia","0"
"2172","HAO:0002122","anterior lacinial fimbriae","0"
"2173","HAO:0002123","posterior lacinial fimbriae","0"
"2174","HAO:0002124","lacinial comb","0"
"2175","HAO:0002125","stipito-premental conjunctiva","0"
"2176","HAO:0002126","galeo-lacinial complex","0"
"2177","HAO:0002127","distolateral galeal sclerite","0"
"2178","HAO:0002128","distolateral galeal setiferous patch","0"
"2179","HAO:0002129","proximolateral galeal setiferous patch","0"
"2180","HAO:0002130","proximolateral galeal sclerite","0"
"2181","HAO:0002131","lateral galeal crease","0"
"2182","HAO:0002132","galeal crown","0"
"2183","HAO:0002133","galeal fringe","0"
"2184","HAO:0002134","galeal comb","0"
"2185","HAO:0002135","proximal galeal brush","0"
"2186","HAO:0002136","galeal lamina","0"
"2187","HAO:0002137","galeal midrib","0"
"2188","HAO:0002138","spiculate patch of lacinia","0"
"2189","HAO:0002139","spiculate patch of the galea","0"
"2190","HAO:0002140","velum","0"
"2191","HAO:0002141","coeloconic sensillum of the galea","0"
"2192","HAO:0002142","apicomedial galeal plate","0"
"2193","HAO:0002143","basal galeal sclerite","0"
"2194","HAO:0002144","postmental area","0"
"2195","HAO:0002145","intercardinal area","0"
"2196","HAO:0002146","interstipital area","0"
"2197","HAO:0002147","postmental articular zone","0"
"2198","HAO:0002148","intercardinal sclerite","0"
"2199","HAO:0002149","postarticular portion of the postmentum","0"
"2200","HAO:0002150","prearticular portion of the postmentum","0"
"2201","HAO:0002151","basal process of the prementum","0"
"2202","HAO:0002152","lateral premental face","0"
"2203","HAO:0002153","labial palpal excision","0"
"2204","HAO:0002154","subligular process","0"
"2205","HAO:0002155","premental arm","0"
"2206","HAO:0002156","ventral premental face","0"
"2207","HAO:0002157","premental carina","0"
"2208","HAO:0002159","posterior margin of the first valvifer","0"
"2209","HAO:0002160","ninth tergal condyle of the first valvifer","0"
"2210","HAO:0002161","first valviferal fossa of the ninth tergite","0"
"2211","HAO:0002162","transvalviferal conjunctiva","0"
"2212","HAO:0002163","dorsal sclerite of the first valvifer","0"
"2213","HAO:0002164","ventral sclerite of the first valvifer","0"
"2214","HAO:0002165","intravalvifer articulation","0"
"2215","HAO:0002166","anterior flange of the first valvifer","0"
"2216","HAO:0002167","second valviferal condyle of the first valvifer","0"
"2217","HAO:0002168","anterior angle of the first valvifer","0"
"2218","HAO:0002169","anterior area of the second valvifer","0"
"2219","HAO:0002170","posterior area of the second valvifer","0"
"2220","HAO:0002171","basal line of the second valvifer","0"
"2221","HAO:0002172","dorsal projection of the second valvifer","0"
"2222","HAO:0002173","anterior section of dorsal flange of second valvifer","0"
"2223","HAO:0002174","posterior section of dorsal flange of second valvifer","0"
"2224","HAO:0002175","second valvifer-second valvula-third valvula complex","0"
"2225","HAO:0002176","venom gland reservoir of the second valvifer","0"
"2226","HAO:0002177","bulb","0"
"2227","HAO:0002178","anterior notch of the dorsal valve","0"
"2228","HAO:0002179","distal notch of the dorsal valve","0"
"2229","HAO:0002180","distal vertical conjunctiva of the second valvifer-third valvula complex","0"
"2230","HAO:0002182","anterior ridge of T9","0"
"2231","HAO:0002184","muscle attachment site","0"
"2232","HAO:0002185","S7","0"
"2233","HAO:0002186","T9","0"
"2234","HAO:0002187","lateral T9-second valvifer muscle","0"
"2235","HAO:0002188","female T8","0"
"2236","HAO:0002189","first valvifer-second valvifer muscle","0"
"2237","HAO:0002190","dorsal ramus of the second valvula","0"
"2238","HAO:0002191","egg canal","0"
"2239","HAO:0002192","medial conjunctiva of the first valvula","0"
"2240","HAO:0002193","length of dorsal projection","0"
"2241","HAO:0002194","first sclerite of the labial palp","0"
"2242","HAO:0002195","second sclerite of the labial palp","0"
"2243","HAO:0002196","third sclerite of the labial palp","0"
"2244","HAO:0002197","ligula","0"
"2245","HAO:0002198","basiparaglossa","0"
"2246","HAO:0002199","basiparaglossal brush","0"
"2247","HAO:0002200","paraglossal sclerite","0"
"2248","HAO:0002201","basiparaglossal sclerite","0"
"2249","HAO:0002202","ventrolateral basiglossal arm","0"
"2250","HAO:0002203","median conjunctiva of the anterior glossal plate","0"
"2251","HAO:0002204","glossal annulus","0"
"2252","HAO:0002205","annular hair","0"
"2253","HAO:0002207","posterior surface of the glossa","0"
"2254","HAO:0002208","anterior surface of the glossa","0"
"2255","HAO:0002211","styloconic sensillum","0"
"2256","HAO:0002213","distal hypopharyngeal invagination","0"
"2257","HAO:0002215","anterolateral wall of the stipes","0"
"2258","HAO:0002216","marginal fringe of the stipes","0"
"2259","HAO:0002217","distomedial stipital flange","0"
"2260","HAO:0002218","proximomedial stipital flange","0"
"2261","HAO:0002219","cranial fossa of the cardo","0"
"2262","HAO:0002220","fifth sclerite of the maxillary palp","0"
"2263","HAO:0002221","uniporous sensillum","0"
"2264","HAO:0002222","fourth intrinsic muscle of the maxillary palp","0"
"2265","HAO:0002223","interstipital sclerite","0"
"2266","HAO:0002224","Stipital articular surface of the postmentum","0"
"2267","HAO:0002225","median postmental ridge","0"
"2268","HAO:0002226","postmento-premental hinge","0"
"2269","HAO:0002227","premental ditch","0"
"2270","HAO:0002228","distal hypopharyngeal sclerite","0"
"2271","HAO:0002229","ligament","0"
"2272","HAO:0002230","ventral glossal lines","0"
"2273","HAO:0002231","basal glossal invagination","0"
"2274","HAO:0002233","paraglossal annulus","0"
"2275","HAO:0002234","hypopharyngeal button","0"
"2276","HAO:0002235","salivary gland","0"
"2277","HAO:0002236","salivary duct","0"
"2278","HAO:0002237","first intrinsic muscle of the labial palp","0"
"2279","HAO:0002238","second intrinsic muscle of the labial palp","0"
"2280","HAO:0002239","posteroventral corner of the first valvifer","0"
"2281","HAO:0002240","length of anterior area of second valvifer","0"
"2282","HAO:0002241","length of female T9","0"
"2283","HAO:0002242","mandibular dentition","0"
"2284","HAO:0002243","galeal comb","0"
"2285","HAO:0002244","campaniform sensillum of the premenum","0"
"2286","HAO:0002245","distolateral premental incision","0"
"2287","HAO:0002247","glossal styloconic sensillum","0"
"2288","HAO:0002248","medial apodeme of female S7","0"
"2289","HAO:0002249","tubular A9","0"
"2290","HAO:0002251","mesosoma height","0"
"2291","HAO:0002252","posterior tooth of the mandible","0"
"2292","HAO:0002253","clypeo-compound eye distance","0"
"2293","HAO:0002254","eye height","0"
"2294","HAO:0002255","cranial scrobe of mesoscutum","0"
"2295","HAO:0002256","scrobal carina of the mesoscutum","0"
"2296","HAO:0002257","metanoto-metapectal-propodeal conjunctiva","0"
"2297","HAO:0002258","profemoral scrobe of the mesopectus","0"
"2298","HAO:0002259","dorsolateral setal patch of propodeum","0"
"2299","HAO:0002260","anterodistal notch of the fore wing","0"
"2300","HAO:0002261","posterodistal notch of the fore wing","0"
"2301","HAO:0002262","petiole length","0"
"2302","HAO:0002263","epistomal distance","0"
"2303","HAO:0002264","anterolateral mesopectal projection","0"
