id,statemet,Istvan’s_annot,compar_results,suggested_annot
CHAR:365,Presence of velum on calcar,HAO:0001053-(velum),original is subset,HAO:0000185-(calcar); HAO:0001053-(velum); HAO:0002140-(velum); HAO:0002326-(maximum diameter of the compound eye)
CHAR:366,Velum appearance,HAO:0001053-(velum),original is subset,HAO:0001053-(velum); HAO:0002140-(velum); HAO:0002326-(maximum diameter of the compound eye)
CHAR:367,Anterior basitarsus,HAO:0001106-(probasitarsus),original is finer,HAO:0000178-(basitarsus)
CHAR:368,Inner posterior metatibial spur,HAO:0001121-(metatibial spur),original is subset,HAO:0000631-(metatibia); HAO:0001121-(metatibial spur)
CHAR:369,Mesotibial apical sensillum,HAO:0000933-(sensillum); HAO:0001351-(mesotibia),identical,HAO:0000933-(sensillum); HAO:0001351-(mesotibia)
CHAR:370,Inner posterior mesotibial spur,HAO:0002069-(mesotibial outer spur),original is finer,HAO:0001120-(mesotibial spur)
CHAR:371,Foretibial apical sensillum,HAO:0000933-(sensillum); HAO:0000350-(fore tibia),identical,HAO:0000933-(sensillum); HAO:0000350-(fore tibia)
CHAR:372,Metatibial apical sensillum,HAO:0000933-(sensillum); HAO:0000631-(metatibia),identical,HAO:0000631-(metatibia); HAO:0000933-(sensillum)
CHAR:373,Midleg tibial comb,HAO:0001686-(row of spurs); HAO:0001351-(mesotibia),original is finer,HAO:0000215-(protibial comb); HAO:0000636-(mid leg)
CHAR:374,Abdominal tergum 3  metasomal 2  presence of laterotergites,HAO:0001456-(abdominal laterotergite 3),original is finer,HAO:0000056-(abdominal tergum 3); HAO:0000493-(laterotergite); HAO:0000626-(metasoma); HAO:0001005-(tergite); HAO:0001861-(laterotergite)
CHAR:375,Interleaving of abdominal terga and sterna 4 5  metasomal terga 3 4 ,HAO:0000057-(abdominal tergum 4); HAO:0000037-(abdominal sternum 4); HAO:0000058-(abdominal tergum 5); HAO:0000038-(abdominal sternum 5),none,HAO:0000626-(metasoma)
CHAR:376,Presence of glymma  laterope ,HAO:0000378-(glymma),original is subset,HAO:0000378-(glymma); HAO:0000491-(laterope)
CHAR:377,Articulation between abdominal tergum 2 and tergum 3  metasomal 1 and 2 ,HAO:0002497-(abdominal segment 2-abdominal segment 1 articulation),original is finer,HAO:0000053-(abdominal tergum 2); HAO:0000151-(articulation); HAO:0000626-(metasoma); HAO:0001426-(abdominal tergum); HAO:0001485-(articular surface)
CHAR:378,Spiracles on abdominal terga 2 8  metasomal 1 7 ,HAO:0001538-(2nd abdominal spiracle); HAO:0001418-(3rd abdominal spiracle); HAO:0001536-(4th abdominal spiracle); HAO:0001419-(5th abdominal spiracle); HAO:0001420-(6th abdominal spiracle); HAO:0001421-(7th abdominal spiracle); HAO:0001422-(8th abdominal spiracle),original is finer,HAO:0000626-(metasoma); HAO:0000950-(spiracle); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:379,Second abdominal sternum  first metasomal ,HAO:0000035-(abdominal sternum 2),original is finer,HAO:0000626-(metasoma); HAO:0001425-(abdominal sternum); HAO:0000955-(sternite)
CHAR:380,Abdominal sternum 1  presence,HAO:0000035-(abdominal sternum 2),original is finer,HAO:0001425-(abdominal sternum); HAO:0000955-(sternite)
CHAR:381,Abdominal tergum 2  metasomal 1  overlapping abdominal tergum 3  metasomal 2 ,HAO:0000053-(abdominal tergum 2); HAO:0000056-(abdominal tergum 3),original is subset,HAO:0000053-(abdominal tergum 2); HAO:0000056-(abdominal tergum 3); HAO:0000626-(metasoma); HAO:0001426-(abdominal tergum)
CHAR:382,Male thoracic muscles diploid,HAO:0001117-(thoracic muscle),original is subset,HAO:0001117-(thoracic muscle); HAO:0002262-(petiole length); HAO:0002325-(maximum cephalic length); HAO:0002331-(maximum cephalic length in median line)
CHAR:383,Position of egg exit,HAO:0001768-(external female genitalia),none,HAO:0000286-(egg)
CHAR:384,Ovipositor shape,HAO:0000679-(ovipositor),identical,HAO:0000679-(ovipositor)
CHAR:385,Furcula of ovipositor,HAO:0002498-(furcula),identical,HAO:0002498-(furcula)
CHAR:386,Structure of ovipositor sheaths,HAO:0001012-(third valvula),original is subset,HAO:0000928-(second valvula); HAO:0001012-(third valvula)
CHAR:387,Valvilli presence,HAO:0001619-(valvillus),none,)
CHAR:388,Second valvifer structure,HAO:0000927-(second valvifer),identical,HAO:0000927-(second valvifer)
CHAR:389,Meconium,HAO:0002499-(meconium),identical,HAO:0002499-(meconium)
CHAR:390,Mode of parasitism,),character abscent,)
CHAR:391,Larval food source,),character abscent,HAO:0000459-(larva)
CHAR:392,Silk production,),character abscent,HAO:0000282-(duct)
